CaseID,Col2,Col3
433,Registered to Vote,Yes
433,Religion,"Christian, Roman Catholic"
433,Volunteered in the Past Year,0
433,Attended a Political Rally in the Past Year,0
433,Contacted an Elected Official in the Past Year,0
433,Political Donation in the Past Year,0
433,Househol Income,50k to <75k
433,Political Party,Democrat
433,User Frequency,Once a day
434,Gender,Male
434,Age,18
434,Education,Less then High School
434,Race/ Ethnicity,White/Non-Hispanic
434,Region,Northeast
434,Registered to Vote,Yes
434,Religion,Other
434,Volunteered in the Past Year,1
434,Attended a Political Rally in the Past Year,1
434,Contacted an Elected Official in the Past Year,1
434,Political Donation in the Past Year,0
434,Househol Income,25k to <50k
434,Political Party,Other
434,User Frequency,Once a month or less
435,Gender,Female
435,Age,63
435,Education,Bachelor and Beyond
435,Race/ Ethnicity,White/Non-Hispanic
435,Region,Midwest
435,Registered to Vote,Yes
435,Religion,"Christian, Protestant"
435,Volunteered in the Past Year,0
435,Attended a Political Rally in the Past Year,0
435,Contacted an Elected Official in the Past Year,0
435,Political Donation in the Past Year,0
435,Househol Income,100k to <150k
435,Political Party,Republican
435,User Frequency,Several Times a day
436,Gender,Female
436,Age,42
436,Education,Bachelor and Beyond
436,Race/ Ethnicity,Black/Non-Hispanic
436,Region,Northeast
436,Registered to Vote,Yes
436,Religion,Other
436,Volunteered in the Past Year,1
436,Attended a Political Rally in the Past Year,0
436,Contacted an Elected Official in the Past Year,0
436,Political Donation in the Past Year,0
436,Househol Income,50k to <75k
436,Political Party,Democrat
436,User Frequency,Several Times a day
437,Gender,Female
437,Age,27
437,Education,Some College
437,Race/ Ethnicity,White/Non-Hispanic
437,Region,South
437,Registered to Vote,Yes
437,Religion,Nothing in particular
437,Volunteered in the Past Year,0
437,Attended a Political Rally in the Past Year,0
437,Contacted an Elected Official in the Past Year,0
437,Political Donation in the Past Year,0
437,Househol Income,25k to <50k
437,Political Party,Democrat
437,User Frequency,A few times a week
439,Gender,Female
439,Age,32
439,Education,Bachelor and Beyond
439,Race/ Ethnicity,Black/Non-Hispanic
439,Region,Midwest
439,Registered to Vote,Yes
439,Religion,"Christian, Protestant"
439,Volunteered in the Past Year,0
439,Attended a Political Rally in the Past Year,0
439,Contacted an Elected Official in the Past Year,0
439,Political Donation in the Past Year,1
439,Househol Income,75k to <100k
439,Political Party,Democrat
439,User Frequency,Once a month or less
442,Gender,Male
442,Age,56
442,Education,Bachelor and Beyond
442,Race/ Ethnicity,White/Non-Hispanic
442,Region,Northeast
442,Registered to Vote,Yes
442,Religion,"Christian, Roman Catholic"
442,Volunteered in the Past Year,1
442,Attended a Political Rally in the Past Year,0
442,Contacted an Elected Official in the Past Year,0
442,Political Donation in the Past Year,0
442,Househol Income,150k+
442,Political Party,Republican
442,User Frequency,Several Times a day
444,Gender,Male
444,Age,50
444,Education,Some College
444,Race/ Ethnicity,White/Non-Hispanic
444,Region,Midwest
444,Registered to Vote,Yes
444,Religion,"Christian, Protestant"
444,Volunteered in the Past Year,0
444,Attended a Political Rally in the Past Year,0
444,Contacted an Elected Official in the Past Year,0
444,Political Donation in the Past Year,0
444,Househol Income,10k to <25k
444,Political Party,Republican
444,User Frequency,Several Times a day
446,Gender,Female
446,Age,39
446,Education,Bachelor and Beyond
446,Race/ Ethnicity,White/Non-Hispanic
446,Region,South
446,Registered to Vote,Yes
446,Religion,"Christian, Roman Catholic"
446,Volunteered in the Past Year,1
446,Attended a Political Rally in the Past Year,1
446,Contacted an Elected Official in the Past Year,1
446,Political Donation in the Past Year,0
446,Househol Income,50k to <75k
446,Political Party,Other
446,User Frequency,Several Times a day
447,Gender,Male
447,Age,34
447,Education,Bachelor and Beyond
447,Race/ Ethnicity,2+ Races/Non-Hispanic
447,Region,West
447,Registered to Vote,No
447,Religion,Nothing in particular
447,Volunteered in the Past Year,1
447,Attended a Political Rally in the Past Year,0
447,Contacted an Elected Official in the Past Year,0
447,Political Donation in the Past Year,0
447,Househol Income,75k to <100k
447,Political Party,Democrat
447,User Frequency,Once a day
450,Gender,Female
450,Age,59
450,Education,Bachelor and Beyond
450,Race/ Ethnicity,White/Non-Hispanic
450,Region,Northeast
450,Registered to Vote,Yes
450,Religion,"Christian, Roman Catholic"
450,Volunteered in the Past Year,1
450,Attended a Political Rally in the Past Year,0
450,Contacted an Elected Official in the Past Year,0
450,Political Donation in the Past Year,0
450,Househol Income,75k to <100k
450,Political Party,Democrat
450,User Frequency,A few times a week
452,Gender,Male
452,Age,46
452,Education,Bachelor and Beyond
452,Race/ Ethnicity,Other/Non-Hispanic
452,Region,West
452,Registered to Vote,Yes
452,Religion,Atheist
452,Volunteered in the Past Year,1
452,Attended a Political Rally in the Past Year,0
452,Contacted an Elected Official in the Past Year,0
452,Political Donation in the Past Year,1
452,Househol Income,100k to <150k
452,Political Party,Democrat
452,User Frequency,Several Times a day
453,Gender,Female
453,Age,32
453,Education,High School
453,Race/ Ethnicity,White/Non-Hispanic
453,Region,South
453,Registered to Vote,Yes
453,Religion,"Christian, Protestant"
453,Volunteered in the Past Year,0
453,Attended a Political Rally in the Past Year,0
453,Contacted an Elected Official in the Past Year,0
453,Political Donation in the Past Year,0
453,Househol Income,50k to <75k
453,Political Party,Democrat
453,User Frequency,Several Times a day
454,Gender,Male
454,Age,37
454,Education,Bachelor and Beyond
454,Race/ Ethnicity,Hispanic
454,Region,South
454,Registered to Vote,Yes
454,Religion,Agnostic
454,Volunteered in the Past Year,1
454,Attended a Political Rally in the Past Year,1
454,Contacted an Elected Official in the Past Year,1
454,Political Donation in the Past Year,1
454,Househol Income,150k+
454,Political Party,Other
454,User Frequency,Several Times a day
455,Gender,Female
455,Age,23
455,Education,Bachelor and Beyond
455,Race/ Ethnicity,White/Non-Hispanic
455,Region,Northeast
455,Registered to Vote,Yes
455,Religion,Nothing in particular
455,Volunteered in the Past Year,1
455,Attended a Political Rally in the Past Year,1
455,Contacted an Elected Official in the Past Year,1
455,Political Donation in the Past Year,0
455,Househol Income,50k to <75k
455,Political Party,Other
455,User Frequency,Several Times a day
456,Gender,Male
456,Age,31
456,Education,Bachelor and Beyond
456,Race/ Ethnicity,White/Non-Hispanic
456,Region,Northeast
456,Registered to Vote,Yes
456,Religion,Agnostic
456,Volunteered in the Past Year,1
456,Attended a Political Rally in the Past Year,0
456,Contacted an Elected Official in the Past Year,0
456,Political Donation in the Past Year,0
456,Househol Income,50k to <75k
456,Political Party,Democrat
456,User Frequency,Several Times a day
457,Gender,Male
457,Age,33
457,Education,Bachelor and Beyond
457,Race/ Ethnicity,White/Non-Hispanic
457,Region,Northeast
457,Registered to Vote,Yes
457,Religion,Nothing in particular
457,Volunteered in the Past Year,0
457,Attended a Political Rally in the Past Year,0
457,Contacted an Elected Official in the Past Year,0
457,Political Donation in the Past Year,0
457,Househol Income,50k to <75k
457,Political Party,Other
457,User Frequency,A few times a week
459,Gender,Male
459,Age,71
459,Education,Bachelor and Beyond
459,Race/ Ethnicity,White/Non-Hispanic
459,Region,West
459,Registered to Vote,Yes
459,Religion,Nothing in particular
459,Volunteered in the Past Year,1
459,Attended a Political Rally in the Past Year,0
459,Contacted an Elected Official in the Past Year,0
459,Political Donation in the Past Year,0
459,Househol Income,100k to <150k
459,Political Party,Other
459,User Frequency,A few times a week
461,Gender,Male
461,Age,30
461,Education,Bachelor and Beyond
461,Race/ Ethnicity,White/Non-Hispanic
461,Region,Midwest
461,Registered to Vote,Yes
461,Religion,Agnostic
461,Volunteered in the Past Year,1
461,Attended a Political Rally in the Past Year,0
461,Contacted an Elected Official in the Past Year,1
461,Political Donation in the Past Year,0
461,Househol Income,75k to <100k
461,Political Party,Democrat
461,User Frequency,Several Times a day
462,Gender,Female
462,Age,46
462,Education,Bachelor and Beyond
462,Race/ Ethnicity,Hispanic
462,Region,West
462,Registered to Vote,Yes
462,Religion,Agnostic
462,Volunteered in the Past Year,1
462,Attended a Political Rally in the Past Year,0
462,Contacted an Elected Official in the Past Year,1
462,Political Donation in the Past Year,0
462,Househol Income,50k to <75k
462,Political Party,Other
462,User Frequency,Once a day
464,Gender,Female
464,Age,23
464,Education,High School
464,Race/ Ethnicity,White/Non-Hispanic
464,Region,Northeast
464,Registered to Vote,Yes
464,Religion,Agnostic
464,Volunteered in the Past Year,0
464,Attended a Political Rally in the Past Year,0
464,Contacted an Elected Official in the Past Year,0
464,Political Donation in the Past Year,0
464,Househol Income,<10k
464,Political Party,Democrat
464,User Frequency,Once a month or less
465,Gender,Male
465,Age,63
465,Education,Bachelor and Beyond
465,Race/ Ethnicity,White/Non-Hispanic
465,Region,Midwest
465,Registered to Vote,Yes
465,Religion,Nothing in particular
465,Volunteered in the Past Year,1
465,Attended a Political Rally in the Past Year,0
465,Contacted an Elected Official in the Past Year,0
465,Political Donation in the Past Year,0
465,Househol Income,150k+
465,Political Party,Republican
465,User Frequency,Once a month or less
466,Gender,Male
466,Age,28
466,Education,Bachelor and Beyond
466,Race/ Ethnicity,White/Non-Hispanic
466,Region,Northeast
466,Registered to Vote,Yes
466,Religion,Nothing in particular
466,Volunteered in the Past Year,0
466,Attended a Political Rally in the Past Year,0
466,Contacted an Elected Official in the Past Year,0
466,Political Donation in the Past Year,0
466,Househol Income,100k to <150k
466,Political Party,Other
466,User Frequency,Several Times a day
467,Gender,Male
467,Age,25
467,Education,High School
467,Race/ Ethnicity,Black/Non-Hispanic
467,Region,South
467,Registered to Vote,Yes
467,Religion,Nothing in particular
467,Volunteered in the Past Year,0
467,Attended a Political Rally in the Past Year,0
467,Contacted an Elected Official in the Past Year,0
467,Political Donation in the Past Year,0
467,Househol Income,100k to <150k
467,Political Party,Democrat
467,User Frequency,A few times a month
471,Gender,Female
471,Age,52
471,Education,Bachelor and Beyond
471,Race/ Ethnicity,White/Non-Hispanic
471,Region,Midwest
471,Registered to Vote,Yes
471,Religion,"Christian, Protestant"
471,Volunteered in the Past Year,1
471,Attended a Political Rally in the Past Year,0
471,Contacted an Elected Official in the Past Year,1
471,Political Donation in the Past Year,0
471,Househol Income,50k to <75k
471,Political Party,Other
471,User Frequency,Several Times a day
475,Gender,Male
475,Age,43
475,Education,High School
475,Race/ Ethnicity,White/Non-Hispanic
475,Region,Midwest
475,Registered to Vote,Yes
475,Religion,"Christian, Orthodox"
475,Volunteered in the Past Year,0
475,Attended a Political Rally in the Past Year,0
475,Contacted an Elected Official in the Past Year,0
475,Political Donation in the Past Year,0
475,Househol Income,10k to <25k
475,Political Party,Democrat
475,User Frequency,Once a day
476,Gender,Male
476,Age,36
476,Education,Bachelor and Beyond
476,Race/ Ethnicity,White/Non-Hispanic
476,Region,South
476,Registered to Vote,Yes
476,Religion,"Christian, Protestant"
476,Volunteered in the Past Year,1
476,Attended a Political Rally in the Past Year,0
476,Contacted an Elected Official in the Past Year,0
476,Political Donation in the Past Year,0
476,Househol Income,150k+
476,Political Party,Republican
476,User Frequency,A few times a week
477,Gender,Male
477,Age,42
477,Education,Bachelor and Beyond
477,Race/ Ethnicity,White/Non-Hispanic
477,Region,South
477,Registered to Vote,Yes
477,Religion,Atheist
477,Volunteered in the Past Year,0
477,Attended a Political Rally in the Past Year,1
477,Contacted an Elected Official in the Past Year,1
477,Political Donation in the Past Year,1
477,Househol Income,150k+
477,Political Party,Democrat
477,User Frequency,A few times a week
478,Gender,Male
478,Age,34
478,Education,Bachelor and Beyond
478,Race/ Ethnicity,White/Non-Hispanic
478,Region,West
478,Registered to Vote,Yes
478,Religion,"Christian, Protestant"
478,Volunteered in the Past Year,0
478,Attended a Political Rally in the Past Year,0
478,Contacted an Elected Official in the Past Year,0
478,Political Donation in the Past Year,0
478,Househol Income,75k to <100k
478,Political Party,Other
478,User Frequency,A few times a month
480,Gender,Female
480,Age,56
480,Education,Some College
480,Race/ Ethnicity,White/Non-Hispanic
480,Region,Midwest
480,Registered to Vote,Yes
480,Religion,Other
480,Volunteered in the Past Year,1
480,Attended a Political Rally in the Past Year,0
480,Contacted an Elected Official in the Past Year,1
480,Political Donation in the Past Year,0
480,Househol Income,75k to <100k
480,Political Party,Republican
480,User Frequency,Several Times a day
481,Gender,Female
481,Age,46
481,Education,Bachelor and Beyond
481,Race/ Ethnicity,White/Non-Hispanic
481,Region,West
481,Registered to Vote,Yes
481,Religion,Other
481,Volunteered in the Past Year,1
481,Attended a Political Rally in the Past Year,0
481,Contacted an Elected Official in the Past Year,1
481,Political Donation in the Past Year,0
481,Househol Income,75k to <100k
481,Political Party,Democrat
481,User Frequency,Once a month or less
484,Gender,Female
484,Age,26
484,Education,Some College
484,Race/ Ethnicity,2+ Races/Non-Hispanic
484,Region,South
484,Registered to Vote,Yes
484,Religion,"Christian, Protestant"
484,Volunteered in the Past Year,1
484,Attended a Political Rally in the Past Year,0
484,Contacted an Elected Official in the Past Year,1
484,Political Donation in the Past Year,0
484,Househol Income,150k+
484,Political Party,Republican
484,User Frequency,A few times a week
485,Gender,Male
485,Age,60
485,Education,Some College
485,Race/ Ethnicity,Black/Non-Hispanic
485,Region,Midwest
485,Registered to Vote,Yes
485,Religion,Nothing in particular
485,Volunteered in the Past Year,0
485,Attended a Political Rally in the Past Year,1
485,Contacted an Elected Official in the Past Year,1
485,Political Donation in the Past Year,0
485,Househol Income,10k to <25k
485,Political Party,Democrat
485,User Frequency,Once a day
486,Gender,Male
486,Age,26
486,Education,Bachelor and Beyond
486,Race/ Ethnicity,White/Non-Hispanic
486,Region,South
486,Registered to Vote,Yes
486,Religion,"Christian, Orthodox"
486,Volunteered in the Past Year,1
486,Attended a Political Rally in the Past Year,0
486,Contacted an Elected Official in the Past Year,0
486,Political Donation in the Past Year,0
486,Househol Income,75k to <100k
486,Political Party,Republican
486,User Frequency,Several Times a day
487,Gender,Female
487,Age,31
487,Education,Bachelor and Beyond
487,Race/ Ethnicity,White/Non-Hispanic
487,Region,South
487,Registered to Vote,Yes
487,Religion,"Christian, Protestant"
487,Volunteered in the Past Year,0
487,Attended a Political Rally in the Past Year,0
487,Contacted an Elected Official in the Past Year,0
487,Political Donation in the Past Year,0
487,Househol Income,50k to <75k
487,Political Party,Republican
487,User Frequency,Once a day
488,Gender,Female
488,Age,53
488,Education,Some College
488,Race/ Ethnicity,White/Non-Hispanic
488,Region,West
488,Registered to Vote,Yes
488,Religion,"Christian, Roman Catholic"
488,Volunteered in the Past Year,0
488,Attended a Political Rally in the Past Year,0
488,Contacted an Elected Official in the Past Year,0
488,Political Donation in the Past Year,0
488,Househol Income,75k to <100k
488,Political Party,Democrat
488,User Frequency,A few times a week
490,Gender,Male
490,Age,34
490,Education,Bachelor and Beyond
490,Race/ Ethnicity,White/Non-Hispanic
490,Region,South
490,Registered to Vote,Yes
490,Religion,"Christian, Protestant"
490,Volunteered in the Past Year,1
490,Attended a Political Rally in the Past Year,1
490,Contacted an Elected Official in the Past Year,1
490,Political Donation in the Past Year,0
490,Househol Income,75k to <100k
490,Political Party,Democrat
490,User Frequency,A few times a month
496,Gender,Female
496,Age,33
496,Education,Some College
496,Race/ Ethnicity,White/Non-Hispanic
496,Region,West
496,Registered to Vote,Yes
496,Religion,"Christian, Protestant"
496,Volunteered in the Past Year,1
496,Attended a Political Rally in the Past Year,0
496,Contacted an Elected Official in the Past Year,0
496,Political Donation in the Past Year,0
496,Househol Income,100k to <150k
496,Political Party,Other
496,User Frequency,Several Times a day
497,Gender,Male
497,Age,31
497,Education,High School
497,Race/ Ethnicity,Black/Non-Hispanic
497,Region,Northeast
497,Registered to Vote,Yes
497,Religion,Nothing in particular
497,Volunteered in the Past Year,1
497,Attended a Political Rally in the Past Year,0
497,Contacted an Elected Official in the Past Year,0
497,Political Donation in the Past Year,0
497,Househol Income,100k to <150k
497,Political Party,Democrat
497,User Frequency,Several Times a day
498,Gender,Male
498,Age,71
498,Education,Bachelor and Beyond
498,Race/ Ethnicity,White/Non-Hispanic
498,Region,Midwest
498,Registered to Vote,Yes
498,Religion,"Christian, Protestant"
498,Volunteered in the Past Year,1
498,Attended a Political Rally in the Past Year,0
498,Contacted an Elected Official in the Past Year,0
498,Political Donation in the Past Year,1
498,Househol Income,75k to <100k
498,Political Party,Republican
498,User Frequency,Several Times a day
501,Gender,Male
501,Age,37
501,Education,Some College
501,Race/ Ethnicity,White/Non-Hispanic
501,Region,Midwest
501,Registered to Vote,No
501,Religion,Nothing in particular
501,Volunteered in the Past Year,0
501,Attended a Political Rally in the Past Year,0
501,Contacted an Elected Official in the Past Year,0
501,Political Donation in the Past Year,0
501,Househol Income,50k to <75k
501,Political Party,Other
501,User Frequency,Once a month or less
502,Gender,Male
502,Age,69
502,Education,Bachelor and Beyond
502,Race/ Ethnicity,White/Non-Hispanic
502,Region,Midwest
502,Registered to Vote,Yes
502,Religion,Jewish
502,Volunteered in the Past Year,1
502,Attended a Political Rally in the Past Year,0
502,Contacted an Elected Official in the Past Year,1
502,Political Donation in the Past Year,0
502,Househol Income,75k to <100k
502,Political Party,Democrat
502,User Frequency,Once a month or less
503,Gender,Female
503,Age,40
503,Education,Bachelor and Beyond
503,Race/ Ethnicity,White/Non-Hispanic
503,Region,West
503,Registered to Vote,Yes
503,Religion,Atheist
503,Volunteered in the Past Year,0
503,Attended a Political Rally in the Past Year,0
503,Contacted an Elected Official in the Past Year,0
503,Political Donation in the Past Year,0
503,Househol Income,75k to <100k
503,Political Party,Democrat
503,User Frequency,A few times a week
504,Gender,Male
504,Age,40
504,Education,Bachelor and Beyond
504,Race/ Ethnicity,White/Non-Hispanic
504,Region,Midwest
504,Registered to Vote,Yes
504,Religion,Nothing in particular
504,Volunteered in the Past Year,1
504,Attended a Political Rally in the Past Year,0
504,Contacted an Elected Official in the Past Year,1
504,Political Donation in the Past Year,1
504,Househol Income,100k to <150k
504,Political Party,Democrat
504,User Frequency,A few times a week
505,Gender,Female
505,Age,59
505,Education,Some College
505,Race/ Ethnicity,White/Non-Hispanic
505,Region,Midwest
505,Registered to Vote,Yes
505,Religion,"Christian, Roman Catholic"
505,Volunteered in the Past Year,0
505,Attended a Political Rally in the Past Year,0
505,Contacted an Elected Official in the Past Year,1
505,Political Donation in the Past Year,0
505,Househol Income,100k to <150k
505,Political Party,Republican
505,User Frequency,Once a month or less
508,Gender,Male
508,Age,24
508,Education,Some College
508,Race/ Ethnicity,White/Non-Hispanic
508,Region,Northeast
508,Registered to Vote,Yes
508,Religion,Jewish
508,Volunteered in the Past Year,0
508,Attended a Political Rally in the Past Year,0
508,Contacted an Elected Official in the Past Year,0
508,Political Donation in the Past Year,0
508,Househol Income,25k to <50k
508,Political Party,Other
508,User Frequency,A few times a month
509,Gender,Male
509,Age,30
509,Education,Bachelor and Beyond
509,Race/ Ethnicity,White/Non-Hispanic
509,Region,West
509,Registered to Vote,Yes
509,Religion,Atheist
509,Volunteered in the Past Year,1
509,Attended a Political Rally in the Past Year,0
509,Contacted an Elected Official in the Past Year,0
509,Political Donation in the Past Year,0
509,Househol Income,<10k
509,Political Party,Other
509,User Frequency,Once a day
511,Gender,Female
511,Age,34
511,Education,Bachelor and Beyond
511,Race/ Ethnicity,White/Non-Hispanic
511,Region,South
511,Registered to Vote,Yes
511,Religion,"Christian, Roman Catholic"
511,Volunteered in the Past Year,1
511,Attended a Political Rally in the Past Year,0
511,Contacted an Elected Official in the Past Year,1
511,Political Donation in the Past Year,0
511,Househol Income,50k to <75k
511,Political Party,Democrat
511,User Frequency,Once a day
512,Gender,Male
512,Age,56
512,Education,Bachelor and Beyond
512,Race/ Ethnicity,White/Non-Hispanic
512,Region,Northeast
512,Registered to Vote,Yes
512,Religion,"Christian, Roman Catholic"
512,Volunteered in the Past Year,0
512,Attended a Political Rally in the Past Year,0
512,Contacted an Elected Official in the Past Year,0
512,Political Donation in the Past Year,0
512,Househol Income,100k to <150k
512,Political Party,Other
512,User Frequency,Once a day
514,Gender,Female
514,Age,46
514,Education,Bachelor and Beyond
514,Race/ Ethnicity,White/Non-Hispanic
514,Region,Midwest
514,Registered to Vote,Yes
514,Religion,"Christian, Protestant"
514,Volunteered in the Past Year,1
514,Attended a Political Rally in the Past Year,0
514,Contacted an Elected Official in the Past Year,0
514,Political Donation in the Past Year,0
514,Househol Income,50k to <75k
514,Political Party,Republican
514,User Frequency,A few times a week
515,Gender,Female
515,Age,34
515,Education,Some College
515,Race/ Ethnicity,2+ Races/Non-Hispanic
515,Region,West
515,Registered to Vote,Yes
515,Religion,"Christian, Roman Catholic"
515,Volunteered in the Past Year,1
515,Attended a Political Rally in the Past Year,0
515,Contacted an Elected Official in the Past Year,0
515,Political Donation in the Past Year,1
515,Househol Income,<10k
515,Political Party,Democrat
515,User Frequency,Several Times a day
517,Gender,Female
517,Age,39
517,Education,Bachelor and Beyond
517,Race/ Ethnicity,White/Non-Hispanic
517,Region,Midwest
517,Registered to Vote,Yes
517,Religion,Agnostic
517,Volunteered in the Past Year,1
517,Attended a Political Rally in the Past Year,0
517,Contacted an Elected Official in the Past Year,1
517,Political Donation in the Past Year,0
517,Househol Income,150k+
517,Political Party,Other
517,User Frequency,Several Times a day
518,Gender,Male
518,Age,31
518,Education,Bachelor and Beyond
518,Race/ Ethnicity,White/Non-Hispanic
518,Region,West
518,Registered to Vote,Yes
518,Religion,"Christian, Mormon"
518,Volunteered in the Past Year,1
518,Attended a Political Rally in the Past Year,0
518,Contacted an Elected Official in the Past Year,0
518,Political Donation in the Past Year,0
518,Househol Income,25k to <50k
518,Political Party,Other
518,User Frequency,Several Times a day
519,Gender,Male
519,Age,62
519,Education,High School
519,Race/ Ethnicity,White/Non-Hispanic
519,Region,Midwest
519,Registered to Vote,Yes
519,Religion,Nothing in particular
519,Volunteered in the Past Year,0
519,Attended a Political Rally in the Past Year,0
519,Contacted an Elected Official in the Past Year,0
519,Political Donation in the Past Year,0
519,Househol Income,25k to <50k
519,Political Party,Other
519,User Frequency,Several Times a day
520,Gender,Female
520,Age,70
520,Education,Bachelor and Beyond
520,Race/ Ethnicity,White/Non-Hispanic
520,Region,South
520,Registered to Vote,Yes
520,Religion,"Christian, Protestant"
520,Volunteered in the Past Year,1
520,Attended a Political Rally in the Past Year,0
520,Contacted an Elected Official in the Past Year,0
520,Political Donation in the Past Year,0
520,Househol Income,50k to <75k
520,Political Party,Democrat
520,User Frequency,A few times a week
521,Gender,Female
521,Age,38
521,Education,Bachelor and Beyond
521,Race/ Ethnicity,Other/Non-Hispanic
521,Region,South
521,Registered to Vote,Yes
521,Religion,Hindu
521,Volunteered in the Past Year,1
521,Attended a Political Rally in the Past Year,0
521,Contacted an Elected Official in the Past Year,0
521,Political Donation in the Past Year,0
521,Househol Income,150k+
521,Political Party,Other
521,User Frequency,Several Times a day
522,Gender,Female
522,Age,59
522,Education,Some College
522,Race/ Ethnicity,2+ Races/Non-Hispanic
522,Region,South
522,Registered to Vote,Yes
522,Religion,"Christian, Roman Catholic"
522,Volunteered in the Past Year,0
522,Attended a Political Rally in the Past Year,0
522,Contacted an Elected Official in the Past Year,0
522,Political Donation in the Past Year,0
522,Househol Income,50k to <75k
522,Political Party,Democrat
522,User Frequency,Once a month or less
523,Gender,Female
523,Age,52
523,Education,Bachelor and Beyond
523,Race/ Ethnicity,White/Non-Hispanic
523,Region,Midwest
523,Registered to Vote,Yes
523,Religion,"Christian, Roman Catholic"
523,Volunteered in the Past Year,0
523,Attended a Political Rally in the Past Year,0
523,Contacted an Elected Official in the Past Year,0
523,Political Donation in the Past Year,0
523,Househol Income,100k to <150k
523,Political Party,Democrat
523,User Frequency,A few times a week
525,Gender,Male
525,Age,41
525,Education,Bachelor and Beyond
525,Race/ Ethnicity,White/Non-Hispanic
525,Region,South
525,Registered to Vote,Yes
525,Religion,"Christian, Protestant"
525,Volunteered in the Past Year,1
525,Attended a Political Rally in the Past Year,1
525,Contacted an Elected Official in the Past Year,1
525,Political Donation in the Past Year,1
525,Househol Income,150k+
525,Political Party,Democrat
525,User Frequency,Several Times a day
530,Gender,Male
530,Age,31
530,Education,Bachelor and Beyond
530,Race/ Ethnicity,White/Non-Hispanic
530,Region,Midwest
530,Registered to Vote,Yes
530,Religion,"Christian, Roman Catholic"
530,Volunteered in the Past Year,0
530,Attended a Political Rally in the Past Year,0
530,Contacted an Elected Official in the Past Year,0
530,Political Donation in the Past Year,0
530,Househol Income,75k to <100k
530,Political Party,Other
530,User Frequency,Several Times a day
532,Gender,Female
532,Age,30
532,Education,Bachelor and Beyond
532,Race/ Ethnicity,2+ Races/Non-Hispanic
532,Region,Midwest
532,Registered to Vote,Yes
532,Religion,"Christian, Protestant"
532,Volunteered in the Past Year,1
532,Attended a Political Rally in the Past Year,0
532,Contacted an Elected Official in the Past Year,1
532,Political Donation in the Past Year,0
532,Househol Income,75k to <100k
532,Political Party,Democrat
532,User Frequency,A few times a week
533,Gender,Female
533,Age,24
533,Education,Some College
533,Race/ Ethnicity,2+ Races/Non-Hispanic
533,Region,West
533,Registered to Vote,Yes
533,Religion,"Christian, Roman Catholic"
533,Volunteered in the Past Year,1
533,Attended a Political Rally in the Past Year,0
533,Contacted an Elected Official in the Past Year,0
533,Political Donation in the Past Year,0
533,Househol Income,100k to <150k
533,Political Party,Democrat
533,User Frequency,A few times a week
536,Gender,Female
536,Age,61
536,Education,High School
536,Race/ Ethnicity,White/Non-Hispanic
536,Region,Midwest
536,Registered to Vote,Yes
536,Religion,"Christian, Protestant"
536,Volunteered in the Past Year,0
536,Attended a Political Rally in the Past Year,0
536,Contacted an Elected Official in the Past Year,0
536,Political Donation in the Past Year,0
536,Househol Income,50k to <75k
536,Political Party,Other
536,User Frequency,Once a week
537,Gender,Male
537,Age,55
537,Education,Bachelor and Beyond
537,Race/ Ethnicity,White/Non-Hispanic
537,Region,Northeast
537,Registered to Vote,Yes
537,Religion,"Christian, Roman Catholic"
537,Volunteered in the Past Year,1
537,Attended a Political Rally in the Past Year,1
537,Contacted an Elected Official in the Past Year,0
537,Political Donation in the Past Year,0
537,Househol Income,100k to <150k
537,Political Party,Republican
537,User Frequency,Once a day
539,Gender,Female
539,Age,28
539,Education,Bachelor and Beyond
539,Race/ Ethnicity,White/Non-Hispanic
539,Region,Northeast
539,Registered to Vote,Yes
539,Religion,"Christian, Protestant"
539,Volunteered in the Past Year,0
539,Attended a Political Rally in the Past Year,0
539,Contacted an Elected Official in the Past Year,0
539,Political Donation in the Past Year,0
539,Househol Income,75k to <100k
539,Political Party,Other
539,User Frequency,Once a day
541,Gender,Male
541,Age,27
541,Education,Bachelor and Beyond
541,Race/ Ethnicity,White/Non-Hispanic
541,Region,Midwest
541,Registered to Vote,Yes
541,Religion,"Christian, Roman Catholic"
541,Volunteered in the Past Year,1
541,Attended a Political Rally in the Past Year,0
541,Contacted an Elected Official in the Past Year,0
541,Political Donation in the Past Year,0
541,Househol Income,100k to <150k
541,Political Party,Republican
541,User Frequency,A few times a month
542,Gender,Female
542,Age,33
542,Education,Some College
542,Race/ Ethnicity,White/Non-Hispanic
542,Region,Midwest
542,Registered to Vote,Yes
542,Religion,"Christian, Protestant"
542,Volunteered in the Past Year,1
542,Attended a Political Rally in the Past Year,0
542,Contacted an Elected Official in the Past Year,0
542,Political Donation in the Past Year,1
542,Househol Income,50k to <75k
542,Political Party,Other
542,User Frequency,Once a month or less
544,Gender,Female
544,Age,40
544,Education,Bachelor and Beyond
544,Race/ Ethnicity,White/Non-Hispanic
544,Region,South
544,Registered to Vote,Yes
544,Religion,"Christian, Protestant"
544,Volunteered in the Past Year,1
544,Attended a Political Rally in the Past Year,0
544,Contacted an Elected Official in the Past Year,0
544,Political Donation in the Past Year,0
544,Househol Income,50k to <75k
544,Political Party,Republican
544,User Frequency,Once a month or less
545,Gender,Female
545,Age,56
545,Education,Bachelor and Beyond
545,Race/ Ethnicity,White/Non-Hispanic
545,Region,West
545,Registered to Vote,Yes
545,Religion,Atheist
545,Volunteered in the Past Year,1
